energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,type,uri
0.244,0.107,61.881,0.0374,0.401,0.0,4,0.562,9,251107,-14.068,0.0563,0,audio_features,spotify:track:0mHyWYXmmCB9iQyK18m3FQ
0.955,0.165,174.25,0.254,0.0558,1.07e-06,4,0.548,8,177027,-4.725,0.314,1,audio_features,spotify:track:0wlVropyv3VsqG5HepMfu2
0.912,0.0982,122.782,0.0363,0.551,0.00122,4,0.72,4,126947,-6.13,0.973,1,audio_features,spotify:track:6M14BiCN00nOsba4JaYsHW
0.933,0.362,129.963,0.065,5.3e-06,0.917,4,0.407,8,143219,-3.458,0.408,1,audio_features,spotify:track:4nhCqc9uMdOE0rZJSRtvBa
0.878,0.242,133.054,0.0498,0.519,0.0,4,0.61,8,178375,-5.436,0.758,1,audio_features,spotify:track:3TOGVJQaCQPE4J3JiSncwG
0.54,0.337,204.249,0.101,0.647,0.0,4,0.423,4,188625,-6.316,0.805,0,audio_features,spotify:track:6FhVYRYvcgLt9RhXIRnOJB
0.481,0.308,101.557,0.0304,0.637,0.0,4,0.571,4,250500,-6.036,0.767,0,audio_features,spotify:track:1z7WfPhK3OuTb72VB4mNZh
0.673,0.19,160.368,0.0672,0.709,0.0,4,0.416,0,243292,-5.591,0.844,1,audio_features,spotify:track:7tYsNENP5oTvDJpEq3ZCK5
0.927,0.324,96.95,0.293,0.0784,0.0,4,0.75,9,239507,-6.475,0.492,1,audio_features,spotify:track:7FNB2HW02lQF8UsFbLy7Ri
0.46,0.206,81.685,0.249,0.432,0.0,4,0.86,8,241187,-5.391,0.507,0,audio_features,spotify:track:3wT19ffv1fhFowqSupw1RU
0.855,0.68,156.311,0.186,0.0488,0.000681,4,0.559,5,209413,-5.077,0.605,1,audio_features,spotify:track:7hQJA50XrCWABAu5v6QZ4i
0.389,0.165,102.983,0.0301,0.772,0.44,4,0.566,7,182973,-11.345,0.26,1,audio_features,spotify:track:62HY7V5hRKtfIZ7uCYqYqu
0.66,0.365,71.544,0.0839,0.198,0.0,4,0.611,11,246387,-5.883,0.583,1,audio_features,spotify:track:3XQY8kDjI8LARMIC9xkxQk
0.868,0.218,140.024,0.3,0.135,0.0,4,0.786,1,219333,-5.503,0.771,1,audio_features,spotify:track:2Zb7wnGUnNPCas2E0wWSQ5
0.0698,0.102,87.036,0.112,0.625,0.937,4,0.905,2,136620,-22.736,0.417,1,audio_features,spotify:track:7I31xQWQOO9bVYRkJumQIf
0.0507,0.0998,168.003,0.0875,0.972,0.0837,4,0.741,0,89130,-26.772,0.861,0,audio_features,spotify:track:2GcUHSdsEYYhH61csWR3wt
0.229,0.096,122.052,0.0854,0.888,0.583,4,0.952,2,67370,-17.005,0.74,1,audio_features,spotify:track:5nFNGhlyf0mmPar5w3I6JY
0.82,0.0378,117.035,0.0547,0.0335,0.872,4,0.759,2,257489,-7.748,0.965,1,audio_features,spotify:track:1Qfrgdb3t70qshkHpu15IB
0.117,0.114,95.99,0.0787,0.605,0.547,4,0.847,5,205140,-20.019,0.638,1,audio_features,spotify:track:3DaGnKmAAmyZGIbC0KjmxT
0.00457,0.0842,55.209,0.0397,0.982,0.748,4,0.277,2,206576,-30.769,0.0392,0,audio_features,spotify:track:62nDQqCBjThMD22PVdoAzV
0.0036,0.105,83.039,0.0428,0.927,0.913,4,0.301,7,218384,-36.396,0.445,0,audio_features,spotify:track:749pbtMYvWXfHhKED32i8K
0.851,0.0479,98.032,0.0388,0.0183,0.00116,4,0.626,10,210173,-5.386,0.923,0,audio_features,spotify:track:0LGV1KgV5eU3jytDEb3Sfx
0.978,0.193,140.018,0.104,0.0172,0.0717,4,0.666,11,192053,-5.106,0.691,0,audio_features,spotify:track:0lcamYchjAoGYH7Gee8kfK
